family,section_id,phase_id,primitive_id,speed_bin,count,run_count,families,mean_residual_additive_yaw_torque_nm,median_residual_additive_yaw_torque_nm,trimmed_mean_residual_additive_yaw_torque_nm,rmse_residual_additive_yaw_torque_nm,mad_residual_additive_yaw_torque_nm,iqr_residual_additive_yaw_torque_nm,mean_opposing_yaw_resistance_nm,median_opposing_yaw_resistance_nm,trimmed_mean_opposing_yaw_resistance_nm,mean_vbar_rel_mps,mean_vbar_lat_mps,mean_vbar_yaw_mps,mean_max_force_preprojection_utilization,limiter_active_fraction,hardware_saturation_fraction
competition_diag,,22,,,554,3,competition_diag,0.068919394,0.072515217,0.071437156,0.074404006,0.013728242,0.026487750,-0.064066221,-0.071944685,-0.069992280,0.038206034,0.006690692,0.020328105,0.822466963,0.245487365,0.000000000
competition_diag,,23,,,2907,3,competition_diag,-0.078544092,-0.097239333,-0.082981729,0.089459832,0.022291982,0.065623569,-0.078072962,-0.097239333,-0.082692443,0.123056912,0.021438310,0.065135299,1.258602007,0.477124183,0.000000000
competition_diag,,24,,,1949,3,competition_diag,0.006083371,0.031418620,0.007151177,0.095955455,0.086555599,0.200245282,-0.085719857,-0.100254644,-0.091327853,0.185402053,0.032296996,0.098126883,1.623865526,0.559774243,0.000000000
competition_diag,,25,,,1022,3,competition_diag,-0.000678440,-0.001134566,-0.001871914,0.051502494,0.011138663,0.046938938,-0.032615669,-0.008587944,-0.030969126,0.019556606,0.003222253,0.009790062,0.528939080,0.013698630,0.000000000
competition_diag,,26,,,3739,3,competition_diag,0.035820086,0.079531815,0.043152410,0.098809282,0.040055513,0.174016575,-0.091980881,-0.104186766,-0.096194309,0.172638385,0.029953130,0.091005593,1.594229772,0.624498529,0.000000000
competition_diag,,27,,,656,2,competition_diag,0.069816209,0.071145821,0.072088701,0.074351966,0.014371268,0.029250162,-0.063806782,-0.069745506,-0.070513841,0.030587975,0.005312239,0.016139997,0.723506577,0.027439024,0.000000000
competition_diag,,28,,,2958,3,competition_diag,-0.077925043,-0.098838708,-0.082116904,0.089447994,0.021393575,0.072618633,-0.077223212,-0.098838708,-0.081706663,0.120077966,0.020928083,0.063585095,1.236641853,0.479716024,0.000000000
competition_diag,,29,,,2002,3,competition_diag,0.090505474,0.099768025,0.093334560,0.097185351,0.019892530,0.045514962,-0.088883270,-0.099736060,-0.092982699,0.179847224,0.031173080,0.094712127,1.623962375,0.580419580,0.000000000
competition_diag,,30,,,1209,3,competition_diag,0.036603900,0.040648127,0.034463275,0.053863013,0.039506493,0.072711933,-0.035323057,-0.020001087,-0.034154505,0.020118229,0.003301111,0.010029655,0.547973273,0.025641026,0.000000000
competition_diag,,31,,,3295,3,competition_diag,0.028679108,0.073090303,0.033627759,0.099806249,0.047150429,0.182511724,-0.094179917,-0.102527079,-0.096352246,0.215071688,0.037208626,0.113049725,1.816684834,0.647647951,0.000000000
competition_diag,,32,,,795,3,competition_diag,0.061446644,0.063391663,0.064592021,0.067338455,0.015578713,0.032256433,-0.058726433,-0.062685490,-0.063668844,0.026814733,0.004711588,0.014315059,0.658485825,0.012578616,0.000000000
competition_diag,,33,,,1556,3,competition_diag,0.066562649,0.089915370,0.066747530,0.087129662,0.034296815,0.108545204,-0.067981019,-0.089915370,-0.067859280,0.233885770,0.040457400,0.122920365,1.863258618,0.549485861,0.000000000
competition_diag,,34,,,1752,3,competition_diag,0.096668962,0.106034520,0.099930517,0.101974475,0.014264592,0.038943082,-0.096641141,-0.106034520,-0.099930517,0.206958742,0.036031024,0.109471855,1.793210824,0.675799087,0.000000000
competition_diag,,35,,,1295,3,competition_diag,0.036142379,0.040938106,0.034983522,0.051113059,0.036888182,0.066415230,-0.036168922,-0.040035045,-0.035590776,0.019836227,0.003313997,0.010068806,0.543204426,0.008494208,0.000000000
competition_diag,,36,,,3675,3,competition_diag,-0.095758405,-0.106360168,-0.097879635,0.099480847,0.012351619,0.042901095,-0.095758405,-0.106360168,-0.097879635,0.189055389,0.032983725,0.100213350,1.670242837,0.638639456,0.000000000
competition_diag,,37,,,936,3,competition_diag,-0.049186345,-0.049771476,-0.051131558,0.056222545,0.017548687,0.035739975,-0.046370859,-0.048705087,-0.049708920,0.026432537,0.004678018,0.014213064,0.572994376,0.005341880,0.000000000
competition_diag,,38,,,3017,3,competition_diag,0.077396768,0.094701998,0.081555730,0.090466848,0.024416307,0.065991340,-0.078269110,-0.094701998,-0.082108090,0.118139649,0.020490336,0.062255102,1.286725555,0.500165728,0.000000000
competition_diag,,39,,,1678,3,competition_diag,-0.093188780,-0.104707323,-0.096735242,0.099007197,0.012967905,0.042604245,-0.092856632,-0.104707323,-0.096735242,0.213867143,0.037312416,0.113365066,1.779813620,0.653158522,0.000000000
competition_diag,,4,,,236,3,competition_diag,0.000235933,0.000344538,0.000238578,0.004562664,0.003236738,0.006308961,0.000279113,0.000189445,0.000324766,0.001429289,0.000281151,0.000854212,0.052694325,0.000000000,0.000000000
competition_diag,,40,,,1625,3,competition_diag,-0.029186760,-0.024108240,-0.027158428,0.041655959,0.022701728,0.048141665,-0.027265602,-0.023033298,-0.025976450,0.016961404,0.002766753,0.008406132,0.479839196,0.003076923,0.000000000
competition_diag,,41,,,4587,3,competition_diag,0.018716505,0.063611803,0.023037221,0.097263266,0.054467902,0.200100106,-0.087336719,-0.100841137,-0.093730671,0.153476781,0.026710877,0.081154765,1.494312969,0.545236538,0.000000000
competition_diag,,42,,,1121,3,competition_diag,-0.049565363,-0.045982751,-0.049509373,0.057872782,0.021661143,0.049037647,-0.046998627,-0.045270648,-0.048499654,0.025955751,0.004576552,0.013904784,0.568698272,0.007136485,0.000000000
competition_diag,,43,,,3116,3,competition_diag,0.078399810,0.090706866,0.083519056,0.090380206,0.027160917,0.061724228,-0.078606088,-0.089827164,-0.083407973,0.116016276,0.020100752,0.061071443,1.284468997,0.499037227,0.000000000
competition_diag,,44,,,1732,3,competition_diag,-0.089576519,-0.101792367,-0.094153189,0.096242794,0.014931331,0.044051664,-0.089135741,-0.101784532,-0.094096357,0.207447554,0.036110610,0.109713660,1.711097510,0.607967667,0.000000000
competition_diag,,45,,,1477,3,competition_diag,-0.025417394,-0.014050289,-0.022732193,0.039301402,0.015543429,0.047054954,-0.023487628,-0.012719322,-0.021483446,0.016607939,0.002702832,0.008211924,0.461421945,0.010155721,0.000000000
competition_diag,,46,,,3599,3,competition_diag,0.060718094,0.093309421,0.073204776,0.097774392,0.026697573,0.075038182,-0.090732091,-0.101960099,-0.094422212,0.197179503,0.034200103,0.103909030,1.723330050,0.617949430,0.000000000
competition_diag,,47,,,1358,3,competition_diag,0.045907557,0.040710425,0.044586197,0.054812114,0.021399136,0.045334209,-0.043479250,-0.039618505,-0.043550501,0.021967274,0.003702809,0.011250121,0.526112314,0.024300442,0.000000000
competition_diag,,48,,,2660,3,competition_diag,-0.071410287,-0.094459589,-0.074492973,0.086379344,0.025122744,0.102627355,-0.071424462,-0.094459589,-0.074491731,0.131949356,0.022957055,0.069749653,1.277841691,0.486466165,0.000000000
competition_diag,,49,,,1719,3,competition_diag,0.006621446,0.028136564,0.007935871,0.098086088,0.087945814,0.205519273,-0.090706031,-0.102828132,-0.095220464,0.198652704,0.034588589,0.105089354,1.703043276,0.603257708,0.000000000
competition_diag,,50,,,2248,3,competition_diag,0.000330426,-0.001066401,0.000062760,0.038002352,0.016805927,0.033772104,-0.022624938,-0.014984422,-0.020518260,0.016269234,0.002661987,0.008087827,0.426208545,0.004893238,0.000000000
competition_diag,,51,,,3694,3,competition_diag,-0.040151465,-0.092649071,-0.049858918,0.100517935,0.026871251,0.169870761,-0.096583092,-0.106383777,-0.099281897,0.192315813,0.033423130,0.101548378,1.678874629,0.660259881,0.000000000
competition_diag,,52,,,1725,3,competition_diag,-0.028920422,-0.023872048,-0.027187041,0.039953841,0.020041394,0.042610056,-0.027001268,-0.023237532,-0.025839078,0.018035428,0.003048736,0.009262874,0.389178057,0.001159420,0.000000000
competition_diag,,53,,,1566,3,competition_diag,-0.073365773,-0.096019548,-0.076004013,0.088369635,0.022812200,0.094226051,-0.073898429,-0.096019548,-0.076342296,0.229606546,0.039938129,0.121342682,1.814526752,0.560025543,0.000000000
competition_diag,,54,,,950,3,competition_diag,0.092463370,0.103058228,0.096943293,0.099161098,0.015818962,0.040853954,-0.091925299,-0.103058228,-0.096822680,0.206658143,0.035387135,0.107515548,1.735172935,0.626315789,0.000000000
competition_diag,,55,,,1567,2,competition_diag,0.026828990,0.021940204,0.024268841,0.037464309,0.016612016,0.034732716,-0.022724962,-0.019191894,-0.021043916,0.013576448,0.002206728,0.006704629,0.354335577,0.002552648,0.000000000
competition_diag,,56,,,2044,3,competition_diag,-0.014830633,-0.008291784,-0.018385357,0.087990025,0.091400148,0.171794698,-0.074774409,-0.093017036,-0.077230787,0.176387836,0.030476083,0.092594465,1.466178294,0.530332681,0.000000000
competition_diag,,57,,,1812,3,competition_diag,0.093441942,0.103931742,0.097647871,0.099763737,0.014371291,0.034492657,-0.093309488,-0.103931742,-0.097647871,0.198426412,0.034366505,0.104414604,1.717622318,0.642384106,0.000000000
competition_diag,,58,,,243,1,competition_diag,0.086343334,0.087925682,0.087498742,0.087393718,0.006663604,0.012993600,-0.077092558,-0.087707077,-0.086657333,0.027747583,0.004874295,0.014809406,0.890613110,0.061728395,0.000000000
competition_diag,,59,,,2788,3,competition_diag,-0.074872222,-0.092194745,-0.078939500,0.086835323,0.025312088,0.069747364,-0.074941007,-0.092194745,-0.078951608,0.128260125,0.022323246,0.067823971,1.222227510,0.446556671,0.000000000
competition_diag,,6,,,307,3,competition_diag,0.000049622,0.000181533,0.000073110,0.004326774,0.002514345,0.005252556,-0.000264554,0.000000000,-0.000176334,0.002013461,0.000327892,0.000996222,0.039433541,0.000000000,0.000000000
competition_diag,,60,,,1636,3,competition_diag,-0.084398962,-0.098258614,-0.087747609,0.093084917,0.020035215,0.059322293,-0.084562359,-0.098258614,-0.087747609,0.220677412,0.038073102,0.115676234,1.705045371,0.591075795,0.000000000
competition_diag,,61,,,867,3,competition_diag,-0.022870317,-0.004192637,-0.019964278,0.038784098,0.008382611,0.058457346,-0.020805388,-0.004104882,-0.018843880,0.014254658,0.002173561,0.006603858,0.355608995,0.000000000,0.000000000
competition_diag,,62,,,2737,3,competition_diag,-0.011062214,-0.045968455,-0.014067224,0.096983526,0.070708701,0.203597925,-0.091143069,-0.104521657,-0.093724206,0.200164831,0.035047431,0.106483439,1.683876345,0.629886737,0.000000000
competition_diag,,63,,,503,3,competition_diag,-0.056285347,-0.058800430,-0.059407099,0.060371106,0.010627972,0.021565098,-0.052622938,-0.057793881,-0.058370621,0.030257794,0.005269908,0.016011386,0.667555304,0.019880716,0.000000000
competition_diag,,64,,,1252,3,competition_diag,-0.074332162,-0.094022384,-0.075769482,0.089500092,0.022588415,0.100213663,-0.074297434,-0.094022384,-0.075741334,0.287024792,0.049764194,0.151196887,2.079908439,0.570287540,0.000000000
competition_diag,,65,,,1650,3,competition_diag,0.006430340,0.017836580,0.007878519,0.094373677,0.089639277,0.196702236,-0.086307921,-0.098732986,-0.089998305,0.215485885,0.037177663,0.112955651,1.714519347,0.583030303,0.000000000
competition_diag,,66,,,1120,3,competition_diag,0.001457020,-0.001005028,0.001022178,0.043232555,0.010954321,0.021211981,-0.027029818,-0.008998764,-0.025912196,0.016630684,0.002733826,0.008306091,0.396432722,0.008035714,0.000000000
competition_diag,,67,,,2729,3,competition_diag,0.069425554,0.097902827,0.084350046,0.102375195,0.019693157,0.047278523,-0.097964326,-0.103200237,-0.098930892,0.264855846,0.045345413,0.137771452,2.102243854,0.688897032,0.000000000
competition_diag,,68,,,576,3,competition_diag,0.064411619,0.071562309,0.067415150,0.072062994,0.016301721,0.035843393,-0.056176502,-0.070400543,-0.062535488,0.035570895,0.006283565,0.019091146,0.759451277,0.177083333,0.000000000
competition_diag,,69,,,2769,3,competition_diag,-0.075992675,-0.097771626,-0.080121918,0.088256190,0.021815763,0.069515908,-0.076415709,-0.097771626,-0.080341810,0.128847903,0.022450740,0.068211333,1.188912533,0.494402311,0.000000000
competition_diag,,70,,,1842,3,competition_diag,0.012800774,0.029653359,0.015863364,0.091406126,0.079420338,0.172317126,-0.081923109,-0.095981847,-0.085315209,0.193041675,0.033344153,0.101308426,1.586278726,0.533116178,0.000000000
competition_diag,,71,,,1156,3,competition_diag,-0.003419369,-0.001161461,-0.005398868,0.039512054,0.007855160,0.017046524,-0.022387006,-0.005690520,-0.019719562,0.015779230,0.002516700,0.007646405,0.400692551,0.019896194,0.000000000
competition_diag,,72,,,3998,3,competition_diag,0.039533927,0.074975144,0.048241830,0.096294747,0.039696539,0.157497148,-0.091315546,-0.102069060,-0.093579168,0.178676780,0.030876638,0.093811456,1.569052605,0.586793397,0.000000000
competition_diag,,73,,,717,3,competition_diag,0.058718624,0.063048887,0.062151764,0.064895680,0.014436806,0.029069586,-0.054783658,-0.062154769,-0.060116821,0.027339792,0.004940617,0.015010910,0.636178118,0.016736402,0.000000000
competition_diag,,74,,,2950,3,competition_diag,-0.069397349,-0.078120217,-0.072016630,0.083741421,0.036374417,0.094597118,-0.069534524,-0.078120217,-0.072089003,0.120738543,0.021009205,0.063831564,1.127944109,0.462033898,0.000000000
competition_diag,,75,,,1730,3,competition_diag,0.091097012,0.103361191,0.094726718,0.097774504,0.015023448,0.044719269,-0.090681424,-0.103296800,-0.094605973,0.209522541,0.036158925,0.109860454,1.728395455,0.624855491,0.000000000
competition_diag,,76,,,1476,3,competition_diag,0.025108468,0.016216547,0.022527721,0.039683572,0.021094878,0.051198142,-0.023590215,-0.011693087,-0.022224939,0.016568593,0.002669871,0.008111781,0.419976008,0.019647696,0.000000000
competition_diag,,77,,,4051,3,competition_diag,-0.010858272,-0.044879058,-0.013773464,0.096379857,0.074836558,0.198725723,-0.090795546,-0.101213919,-0.093788817,0.174947582,0.030212354,0.091793185,1.532158215,0.572204394,0.000000000
competition_diag,,78,,,903,3,competition_diag,0.055409451,0.055922416,0.056681774,0.061537009,0.017196334,0.034573457,-0.052408744,-0.055256365,-0.055603346,0.026338022,0.004618326,0.014031705,0.609275256,0.012181617,0.000000000
competition_diag,,79,,,1734,3,competition_diag,0.052830424,0.059014167,0.050206135,0.077088136,0.055857224,0.106615827,-0.054115220,-0.058158207,-0.051748770,0.210210813,0.036307720,0.110312533,1.597651732,0.418685121,0.000000000
competition_diag,,8,,,389,3,competition_diag,0.001218157,0.000934482,0.001023603,0.004518235,0.002673019,0.005330143,-0.001214743,-0.000734995,-0.001000026,0.003395732,0.000545666,0.001657878,0.118883818,0.000000000,0.000000000
competition_diag,,80,,,1569,3,competition_diag,0.006052368,0.020373554,0.007676638,0.098230055,0.091732373,0.204617584,-0.091198008,-0.102440249,-0.095198197,0.230114739,0.039763902,0.120813333,1.809321029,0.649458254,0.000000000
competition_diag,,81,,,1817,3,competition_diag,0.002761769,0.000265922,0.002013896,0.037166371,0.019586867,0.040049761,-0.024556974,-0.017965651,-0.023010882,0.015915597,0.002680516,0.008144123,0.405694586,0.001651073,0.000000000
competition_diag,,82,,,3118,3,competition_diag,-0.089008279,-0.101393860,-0.091448644,0.094901988,0.015748093,0.051719318,-0.088885804,-0.101393860,-0.091433508,0.225758814,0.039030678,0.118585606,1.774982388,0.612572162,0.000000000
competition_diag,,83,,,1174,3,competition_diag,-0.038663946,-0.036660459,-0.038881383,0.045335302,0.017636643,0.036257704,-0.037087883,-0.036088297,-0.038226113,0.020791750,0.003576811,0.010867305,0.480177511,0.002555366,0.000000000
competition_diag,,84,,,2973,3,competition_diag,0.067758568,0.091012649,0.069901013,0.085455520,0.031333843,0.108888414,-0.068530784,-0.091012649,-0.070545943,0.121970544,0.021028602,0.063890499,1.173212961,0.452068618,0.000000000
competition_diag,,85,,,1669,3,competition_diag,0.007610578,0.035375863,0.009480646,0.095136354,0.079026458,0.196057436,-0.087854794,-0.099675840,-0.091316141,0.215090011,0.037167306,0.112924182,1.729959204,0.603954464,0.000000000
competition_diag,,86,,,2151,3,competition_diag,0.001441366,-0.001118270,0.000784991,0.035963013,0.017379482,0.035483268,-0.022468983,-0.014696643,-0.020619172,0.015066785,0.002539269,0.007714975,0.399371369,0.001394700,0.000000000
competition_diag,,87,,,3543,3,competition_diag,-0.036336968,-0.074934295,-0.044892154,0.098310326,0.039520240,0.172861131,-0.093347342,-0.104955566,-0.096272295,0.199665594,0.034567556,0.105025449,1.664707979,0.655659046,0.000000000
competition_diag,,88,,,1471,3,competition_diag,-0.032855055,-0.028091832,-0.031927057,0.041910288,0.019352304,0.040375937,-0.030790417,-0.027106483,-0.030786861,0.018862815,0.003203792,0.009733974,0.392941113,0.000679810,0.000000000
competition_diag,,89,,,2291,3,competition_diag,-0.054711099,-0.059956456,-0.053219914,0.075730347,0.052545409,0.102853863,-0.054361439,-0.059873844,-0.052947413,0.159090435,0.027467171,0.083452587,1.337960390,0.373635967,0.000000000
competition_diag,,9,,,1556,3,competition_diag,-0.008243372,-0.049721663,-0.011485746,0.102168314,0.068129343,0.210573436,-0.095998086,-0.105174101,-0.099724962,0.230137740,0.040110201,0.121865483,1.884504565,0.710154242,0.000000000
competition_diag,,90,,,1636,3,competition_diag,-0.086075270,-0.100020203,-0.090128280,0.094261256,0.017216558,0.056675990,-0.085815107,-0.100020203,-0.090069978,0.220818579,0.038245851,0.116201089,1.726636526,0.608190709,0.000000000
competition_diag,,91,,,1730,2,competition_diag,-0.023866999,-0.019934300,-0.022404303,0.036600202,0.021053507,0.043443139,-0.023964837,-0.019635499,-0.023002805,0.015579784,0.002583641,0.007849790,0.343811879,0.001156069,0.000000000
competition_diag,,92,,,3946,3,competition_diag,-0.025293176,-0.052720260,-0.031296917,0.087124093,0.050145590,0.149119242,-0.076380955,-0.081608180,-0.079299942,0.135841305,0.023423023,0.071165386,1.294496334,0.429802331,0.000000000
competition_diag,,93,,,2710,3,competition_diag,0.078430022,0.080860585,0.080179968,0.085831908,0.029134067,0.058414581,-0.076385848,-0.080246838,-0.079569688,0.065540851,0.011270012,0.034241301,0.933474713,0.328413284,0.000000000
competition_diag,,94,,,3021,1,competition_diag,-0.069066681,-0.060524598,-0.068387641,0.076896873,0.028580432,0.067183507,-0.063127514,-0.059537787,-0.066709844,0.058306223,0.010141908,0.030813821,0.819189175,0.249586230,0.000000000
competition_diag,,95,,,3709,3,competition_diag,0.036933808,0.056459264,0.044539354,0.083961965,0.051411332,0.130171995,-0.074077063,-0.073896151,-0.075705189,0.075030705,0.012859630,0.039070984,0.956153156,0.325155028,0.000000000
competition_diag,,96,,,3514,3,competition_diag,-0.018774002,-0.043858348,-0.023290985,0.093035663,0.073065008,0.177902149,-0.087185962,-0.099974551,-0.090281937,0.126741447,0.021969429,0.066748983,1.249837845,0.470973250,0.000000000
competition_diag,,97,,,5183,3,competition_diag,0.008633317,-0.025964990,0.010088949,0.087861973,0.084402976,0.165094450,-0.077495257,-0.087015176,-0.081452942,0.102831702,0.017746117,0.053917434,1.102843267,0.403048428,0.000000000
competition_diag,,98,,,2587,3,competition_diag,0.077228620,0.075845605,0.079297119,0.084919436,0.030235073,0.057910725,-0.076693636,-0.075651290,-0.079150001,0.069756015,0.012090445,0.036733994,0.918640782,0.323540781,0.000000000
competition_diag,,99,,,2599,3,competition_diag,-0.026368030,-0.017178050,-0.027369273,0.073900385,0.063218475,0.130471016,-0.061787089,-0.060581622,-0.062185195,0.085242409,0.014736711,0.044774057,0.898366034,0.260100038,0.000000000
open_floor,,2,0,-0.25,2232,2,open_floor,-0.000031780,-0.000559334,-0.000113517,0.007760025,0.005823835,0.011651860,0.000147522,0.000700848,0.000355770,0.004883410,0.000787098,0.002391414,0.162813219,0.000000000,0.000000000
open_floor,,2,0,-0.30000001192092896,2835,2,open_floor,0.000270603,0.000281628,0.000162833,0.008397384,0.006114257,0.012238919,-0.000478221,0.000000000,-0.000323651,0.005490910,0.001135941,0.003451293,0.218309840,0.000000000,0.000000000
open_floor,,2,0,-0.3499999940395355,3274,2,open_floor,0.000106478,0.000155257,0.000077477,0.008971091,0.006072642,0.012136553,-0.000528175,-0.000209177,-0.000438232,0.006008892,0.001097171,0.003333499,0.256502527,0.000000000,0.000000000
open_floor,,2,0,0.25,2297,2,open_floor,-0.000243325,-0.000062543,-0.000198315,0.007811360,0.006160992,0.012424900,0.000234524,0.000481838,0.000372998,0.004942353,0.000838131,0.002546465,0.165342035,0.000000000,0.000000000
open_floor,,2,0,0.30000001192092896,2938,2,open_floor,-0.000360391,-0.000218797,-0.000299036,0.008455727,0.006195157,0.012324687,0.000022552,0.000338114,0.000098291,0.005392239,0.000865513,0.002629658,0.217673233,0.000000000,0.000000000
open_floor,,2,0,0.3499999940395355,3419,2,open_floor,-0.000373193,-0.000332687,-0.000361973,0.008863470,0.006064072,0.012116921,-0.000575829,-0.000325292,-0.000451718,0.005887790,0.000982785,0.002985964,0.255247568,0.000000000,0.000000000
open_floor,,20,0,-0.30000001192092896,3032,1,open_floor,0.006839281,0.006252555,0.005849412,0.014464471,0.009329668,0.017584089,-0.000380166,0.003157525,0.000904430,0.002866646,0.001759396,0.005345515,0.103144931,0.000000000,0.000000000
open_floor,,20,0,-0.3500000238418579,2998,1,open_floor,-0.003071896,-0.008754666,-0.004881637,0.020339931,0.014385701,0.034389614,0.000358841,-0.002507786,0.000898888,0.002858531,0.001739209,0.005284181,0.193680948,0.000000000,0.000000000
open_floor,,20,0,-0.4000000059604645,3187,1,open_floor,0.004555290,0.000770965,0.002855195,0.019153807,0.013986159,0.030253314,0.000784764,0.001588970,0.001207792,0.003500328,0.002056839,0.006249225,0.178960255,0.000000000,0.000000000
open_floor,,20,0,-0.45000001788139343,2967,1,open_floor,0.015156387,0.011351108,0.014190726,0.022432985,0.011503339,0.022132104,0.006698892,0.008589171,0.007265886,0.004939532,0.002967987,0.009017536,0.231228693,0.000000000,0.000000000
open_floor,,20,0,-0.5,7230,2,open_floor,0.022941656,0.021796655,0.022410230,0.028879612,0.013420500,0.026427700,0.012462213,0.016075075,0.013607082,0.005211352,0.003238002,0.009837912,0.316317554,0.000000000,0.000000000
open_floor,,20,0,-0.550000011920929,6693,2,open_floor,0.024547413,0.025246276,0.025313300,0.032210611,0.014478813,0.028943131,0.011842764,0.013488325,0.012331069,0.005716154,0.003685188,0.011196583,0.359583264,0.000000000,0.000000000
open_floor,,20,0,-0.6000000238418579,4112,1,open_floor,0.041832939,0.042806087,0.042958994,0.045142217,0.008025963,0.016132054,0.034727392,0.042153370,0.039446831,0.011819069,0.009640744,0.029291150,0.652113945,0.013861868,0.000000000
open_floor,,20,0,-0.6499999761581421,4261,1,open_floor,0.033876599,0.036145570,0.034978624,0.040668764,0.013683895,0.027856708,0.027601735,0.033695929,0.030298022,0.031104638,0.028508351,0.086615970,1.021128681,0.620276930,0.000000000
open_floor,,20,0,-0.699999988079071,4798,1,open_floor,0.007287491,0.006394389,0.006880960,0.024086557,0.015522144,0.031220510,0.003291663,0.001446654,0.002841631,0.056920088,0.052835013,0.160526854,1.613605616,0.763026261,0.000000000
open_floor,,20,0,0.30000001192092896,3059,1,open_floor,-0.007602537,-0.006240002,-0.006474074,0.016198581,0.009782774,0.019541482,-0.001847378,0.001954025,-0.000381312,0.003503587,0.002202516,0.006691830,0.132631756,0.000000000,0.000000000
open_floor,,20,0,0.3500000238418579,3039,1,open_floor,0.001249138,0.008483839,0.003343022,0.021664809,0.014548508,0.035272898,0.000428118,0.000826196,0.001280540,0.003957670,0.002661001,0.008084831,0.220605093,0.000000000,0.000000000
open_floor,,20,0,0.4000000059604645,3355,1,open_floor,-0.004381403,-0.000019475,-0.002572402,0.020105717,0.012948382,0.029108064,-0.000281854,0.001143391,0.000317345,0.005203161,0.003294893,0.010010764,0.200774008,0.000000000,0.000000000
open_floor,,20,0,0.45000001788139343,3204,1,open_floor,-0.012650354,-0.008872763,-0.011234808,0.022824728,0.014081686,0.028914418,0.002736290,0.005812041,0.003103848,0.006867477,0.004221415,0.012825783,0.219939741,0.000000000,0.000000000
open_floor,,20,0,0.5,7454,2,open_floor,-0.019719500,-0.016309682,-0.019021419,0.026993788,0.013125031,0.027246441,0.008060607,0.009925331,0.008788313,0.005709487,0.003701119,0.011244987,0.285660628,0.000000000,0.000000000
open_floor,,20,0,0.550000011920929,5847,2,open_floor,-0.029237784,-0.029074909,-0.029819262,0.035625412,0.012142611,0.024349065,0.017952830,0.023463962,0.019792120,0.006833346,0.004737472,0.014393702,0.406997111,0.000342056,0.000000000
open_floor,,20,0,0.6000000238418579,4305,1,open_floor,-0.043708740,-0.045852135,-0.046897528,0.049210931,0.012132729,0.024111612,0.036810801,0.044781250,0.041882473,0.011825823,0.009768116,0.029678141,0.647181959,0.012311266,0.000000000
open_floor,,20,0,0.6499999761581421,4434,1,open_floor,-0.034361198,-0.039204971,-0.037467217,0.042492250,0.012970580,0.026736192,0.027124080,0.036951511,0.031340821,0.029496051,0.026670100,0.081030872,0.970519740,0.586603518,0.000000000
open_floor,,20,0,0.699999988079071,4906,1,open_floor,-0.003909945,-0.003436159,-0.003600510,0.020256737,0.012680126,0.025276100,0.000111650,-0.000482646,0.000038008,0.060273568,0.056469976,0.171570841,1.699650427,0.739298818,0.000000000
open_floor,,3,4,-0.10000000149011612,37060,1,open_floor,0.022324451,0.027064968,0.024937832,0.041093375,0.020674118,0.041994209,0.012982104,0.019869244,0.015377383,0.014406641,0.001792984,0.005447563,0.504820965,0.053157043,0.000000000
open_floor,1,1,2,0,14964,21,open_floor,-0.000428934,-0.000592832,-0.000232706,0.014074201,0.007612177,0.015307187,-0.006964243,-0.004636977,-0.006035611,0.009550499,0.003759029,0.011420933,0.207526183,0.000000000,0.000000000
open_floor,2,1,15,0,21969,3,open_floor,0.000352775,0.000349575,0.000359096,0.006221029,0.003793991,0.007580240,-0.001123291,-0.000991599,-0.001074449,0.006028816,0.000988800,0.003004238,0.249534045,0.000000000,0.000000000
open_floor,2,1,3,0,556,12,open_floor,0.000449410,0.001153380,0.000584504,0.007422342,0.004630953,0.009967377,-0.002216898,-0.002158549,-0.002073863,0.005204600,0.001725692,0.005243113,0.054265833,0.000000000,0.000000000
open_floor,2,2,3,0,366073,31,open_floor,0.000018853,-0.000011402,0.000020344,0.007676947,0.003551010,0.007104874,-0.000274442,-0.000339407,-0.000371079,0.004872769,0.000820798,0.002493802,0.167694400,0.000131121,0.000000000
open_floor,2,3,15,0,3360,1,open_floor,-0.014352992,-0.018066310,-0.017292246,0.041152988,0.024442011,0.048920071,0.023523956,0.024076464,0.024417447,0.084503961,0.037914019,0.115192898,1.403101920,0.587202381,0.048809524
open_floor,2,6,3,0,237603,17,open_floor,-0.000104901,-0.000047297,-0.000072205,0.007636858,0.004000866,0.008006173,0.000264959,-0.000250820,-0.000058465,0.005807782,0.001115515,0.003389231,0.231163774,0.000000000,0.000000000
open_floor,3,3,15,1,90650,3,open_floor,-0.011585290,-0.009090958,-0.010264563,0.027112656,0.017700265,0.035251789,0.005206299,0.004646804,0.004558236,0.006770587,0.002198063,0.006678301,0.297415732,0.013105350,0.008946498
open_floor,3,4,5,1,42068,11,open_floor,0.000345621,0.000461506,0.000380369,0.016039562,0.005727011,0.011447148,0.001314061,0.001339694,0.001891157,0.008534134,0.001587233,0.004822438,0.206420829,0.014666730,0.007083769
open_floor,3,4,5,2,15927,8,open_floor,-0.000514448,-0.000166034,-0.000298841,0.017635215,0.006514070,0.013087921,-0.002541340,-0.001085105,-0.001389664,0.014277825,0.001908924,0.005799821,0.325770387,0.069379042,0.026119169
open_floor,3,4,5,3,10439,8,open_floor,-0.003087622,-0.001487464,-0.002556415,0.034785930,0.016477069,0.032876720,-0.014338684,-0.007934284,-0.012271758,0.059318795,0.007051123,0.021423190,0.697848337,0.276559057,0.126353099
