role,k1_rad_per_m,k2_rad_per_m,k3_radps,stribeck_speed_mps,yaw_fade_mps,sliding_ratio,load_power,linear_gain_nm_per_radps,peak_yield_nm,weighted_train_rmse_nm,primary_corrected_rmse_nm,validation_corrected_rmse_nm,in_place_opposing_nm,in_place_left_command,in_place_right_command,in_place_max_abs_command,score
latest_weighted_shifted_peak,0.2,1.6,0.4,0.08,0.05,0.6,1.0,0.024311306171914175,0.011803874686381857,0.031311175048658484,0.03629312949913963,0.05320292124613885,0.011389955536781701,0.24179338396522282,-0.24179338396522282,0.24179338396522282,0.0420573735297018
latest_weighted_shifted_peak,0.35,1.6,0.4,0.08,0.05,0.6,1.0,0.025141715928488614,0.011811039588051972,0.03131341134607063,0.03629520473043797,0.05320924168511998,0.011396869191290605,0.24183390088799656,-0.24183390088799656,0.24183390088799656,0.04205839431943073
latest_weighted_shifted_peak,0.0,1.6,0.4,0.16,0.05,0.0,1.0,0.02287377704005235,0.01175476624358806,0.031310193782750816,0.0362905448311523,0.053189287469864205,0.011362923520115361,0.24163496497997008,-0.24163496497997008,0.24163496497997008,0.042061144833351716
latest_weighted_shifted_peak,0.0,1.6,0.4,0.16,0.05,0.15,1.0,0.02289380895319992,0.011746706961225617,0.03131007011428772,0.03629001117217887,0.05319884171772356,0.011360344000067442,0.24161984790774152,-0.24161984790774152,0.24161984790774152,0.042061474677055476
latest_weighted_shifted_peak,0.0,1.6,0.4,0.16,0.05,0.35,1.0,0.022921299540002993,0.01173564688924346,0.03130991164582836,0.0362893204454595,0.053211502724296735,0.011356589308534443,0.24159784383642355,-0.24159784383642355,0.24159784383642355,0.04206197633073565
latest_weighted_shifted_peak,0.1,1.6,0.4,0.08,0.05,0.6,1.0,0.02365299365838525,0.011774747313394424,0.03131088587485631,0.03629281083389588,0.05319247347608798,0.011361849555309968,0.24162867109458347,-0.24162867109458347,0.24162867109458347,0.0420620257420188
latest_weighted_shifted_peak,0.2,1.6,0.4,0.08,0.05,0.35,1.0,0.02428072605579611,0.011818778176918794,0.031312443941553844,0.036297154122985044,0.05315528284477394,0.011369699490181089,0.24167467501400736,-0.24167467501400736,0.24167467501400736,0.04206220369113362
latest_weighted_shifted_peak,0.0,1.6,0.4,0.16,0.05,0.6,1.0,0.02295690463709654,0.011721322170036883,0.0313097238255835,0.03628849032642119,0.053227202765521016,0.01135139368396141,0.24156739529154525,-0.24156739529154525,0.24156739529154525,0.042062701966837146
latest_weighted_shifted_peak,0.35,1.6,0.4,0.08,0.05,0.35,1.0,0.02511573347895623,0.01182571804530135,0.03131467980682885,0.03629923569196119,0.05316155601058518,0.011376375664048635,0.24171380020035665,-0.24171380020035665,0.24171380020035665,0.04206326580081815
latest_weighted_shifted_peak,0.05,1.6,0.4,0.08,0.05,0.6,1.0,0.023288340002390412,0.011757091905531855,0.031310935276033104,0.03629280395263507,0.053186213146188495,0.01134481325868015,0.24152883123217617,-0.24152883123217617,0.24152883123217617,0.04206507033906782
latest_weighted_shifted_peak,0.2,1.6,0.4,0.08,0.05,0.15,1.0,0.024261030405565934,0.011828377026568426,0.03131350595355661,0.036300497887364454,0.05311671616330085,0.011351201566489865,0.2415662694023722,-0.2415662694023722,0.2415662694023722,0.04206651787148544
latest_weighted_shifted_peak,0.1,1.6,0.4,0.08,0.05,0.35,1.0,0.023619244152071717,0.01178965765469996,0.03131215617596401,0.036296828790302924,0.05314493794111269,0.011341685461855225,0.2415105010274712,-0.2415105010274712,0.2415105010274712,0.04206684114513987
latest_weighted_shifted_peak,0.35,1.6,0.4,0.08,0.05,0.15,1.0,0.025098989809880633,0.011835177170024363,0.0313157415302193,0.036302583636429145,0.05312295720843374,0.011357727381390424,0.2416045134219455,-0.2416045134219455,0.2416045134219455,0.042067606127560934
latest_weighted_shifted_peak,0.05,1.6,0.4,0.08,0.05,0.35,1.0,0.02325298409917579,0.011771984901932134,0.031312206411227075,0.03629681827713259,0.05313873728188849,0.01132468422153016,0.24141086660975172,-0.24141086660975172,0.24141086660975172,0.042069880412934524
latest_weighted_shifted_peak,0.2,1.6,0.4,0.08,0.05,0.0,1.0,0.024249101316372316,0.011834190773884055,0.031314329951096904,0.03630307805579404,0.05308753379298303,0.01133597152109194,0.24147701493175416,-0.24147701493175416,0.24147701493175416,0.042070019503144276
latest_weighted_shifted_peak,0.0,1.6,0.4,0.08,0.05,0.6,1.0,0.02294137839870151,0.011727568719655294,0.031311350198131534,0.03629329586413343,0.053177603450771556,0.011316325344044278,0.2413618800725832,-0.2413618800725832,0.2413618800725832,0.04207049379595404
latest_weighted_shifted_peak,0.35,1.6,0.4,0.08,0.05,0.0,1.0,0.025088840845631677,0.011840910699408631,0.03131656534276761,0.036305166410543294,0.05309375397835234,0.011342408537853454,0.241514738556891,-0.241514738556891,0.241514738556891,0.04207112318606088
latest_weighted_shifted_peak,0.1,1.6,0.4,0.08,0.05,0.15,1.0,0.0235975787714521,0.011799229297514244,0.03131321908944118,0.03630016761213126,0.05310644987222227,0.011323229702982617,0.24140234251940446,-0.24140234251940446,0.24140234251940446,0.042071148813859045
latest_weighted_shifted_peak,0.05,1.6,0.4,0.08,0.05,0.15,1.0,0.02323033469423893,0.011781525529537646,0.03131326985592948,0.036300154369381304,0.05310029517856111,0.011306240133040997,0.24130277649503964,-0.24130277649503964,0.24130277649503964,0.04207418656107829
latest_weighted_shifted_peak,0.1,1.6,0.4,0.08,0.05,0.0,1.0,0.02358451068201994,0.011805002705631285,0.03131404363113977,0.036302744306480804,0.053077324389331514,0.011308012270071643,0.24131316196326377,-0.24131316196326377,0.24131316196326377,0.04207464877224186
