vf_mps,yaw_rate_radps,variant,baseline_opposing_yaw_torque_nm,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,left_command,right_command,lr_delta_command,left_surface_mps,right_surface_mps,left_command_torque_nm,right_command_torque_nm,max_abs_command,command_outside_unit,contact_utilization_raw,limiter_activity_proxy,contact_projection_sensitive,low_speed_launch_sensitive,caveat
0.0,4.711111111,C_combined_slip,0.06969735555391174,0.0563706471438462,0.12606800269775795,0.9330465785046647,-0.9330465785046647,1.8660931570093293,0.19936244443974252,-0.19936244443974252,0.022503216329163203,-0.022503216329163203,0.9330465785046647,False,1.9079447107893954,0.9079447107893954,True,False,prior combined-slip surface
0.0,4.711111111,Round2_static_yield_contact,0.06969735555391174,0.0014539578053337568,0.07115131335924549,0.6112116852434857,-0.6112116852434857,1.2224233704869714,0.19936244443974252,-0.19936244443974252,0.014321028669700309,-0.014321028669700309,0.6112116852434857,False,1.9079447107893954,0.9079447107893954,True,False,static-yield plus sliding combined-slip residual
0.0,5.355555556,Baseline,0.07923142778435298,0.0,0.07923142778435298,0.6618972290343944,-0.6618972290343944,1.3237944580687888,0.22663372224102998,-0.22663372224102998,0.015524907004911572,-0.015524907004911572,0.6618972290343944,False,2.1689371478738106,1.1689371478738106,True,False,current raw right-contact scrub approximation
0.0,5.355555556,B_stribeck,0.07923142778435298,0.06416510925106686,0.14339653703541982,1.0379317521575315,-1.0379317521575315,2.075863504315063,0.22663372224102998,-0.22663372224102998,0.025085042027726635,-0.025085042027726635,1.0379317521575315,True,2.1689371478738106,1.1689371478738106,True,False,request-activated Stribeck scrub
0.0,5.355555556,C_combined_slip,0.07923142778435298,0.06605150915626345,0.14528293694061645,1.0489868488767558,-1.0489868488767558,2.0979736977535115,0.22663372224102998,-0.22663372224102998,0.025366101906081094,-0.025366101906081094,1.0489868488767558,True,2.1689371478738106,1.1689371478738106,True,False,prior combined-slip surface
0.0,5.355555556,Round2_static_yield_contact,0.07923142778435298,-0.0040325828869105,0.07519884489744248,0.6382645975227651,-0.6382645975227651,1.2765291950455302,0.22663372224102998,-0.22663372224102998,0.014924081457514619,-0.014924081457514619,0.6382645975227651,False,2.1689371478738106,1.1689371478738106,True,False,static-yield plus sliding combined-slip residual
0.0,6.0,Baseline,0.0887655,0.0,0.0887655,0.721103576895559,-0.721103576895559,1.442207153791118,0.253905,-0.253905,0.016945414485732852,-0.016945414485732852,0.721103576895559,False,2.429929584553238,1.4299295845532378,True,False,current raw right-contact scrub approximation
0.0,6.0,B_stribeck,0.0887655,0.06388363934323107,0.15264913934323107,1.0954885679941748,-1.0954885679941748,2.1909771359883496,0.253905,-0.253905,0.026463612537580714,-0.026463612537580714,1.0954885679941748,True,2.429929584553238,1.4299295845532378,True,False,request-activated Stribeck scrub
0.0,6.0,C_combined_slip,0.0887655,0.08514042083060283,0.17390592083060283,1.2200622464782283,-1.2200622464782283,2.4401244929564565,0.253905,-0.253905,0.029630718516853567,-0.029630718516853567,1.2200622464782283,True,2.429929584553238,1.4299295845532378,True,False,prior combined-slip surface
0.0,6.0,Round2_static_yield_contact,0.0887655,-0.0074149926139895316,0.08135050738601046,0.6776486020017576,-0.6776486020017576,1.3552972040035152,0.253905,-0.253905,0.01584063446727231,-0.01584063446727231,0.6776486020017576,False,2.429929584553238,1.4299295845532378,True,False,static-yield plus sliding combined-slip residual
0.03,0.2,Baseline,0.00295885,0.0,0.00295885,0.19191258354620866,0.15516381346063485,0.03674877008557381,0.0384635,0.0215365,0.004160847149524429,0.003279152788892961,0.19191258354620866,False,0.08099765281844126,0.0,False,False,current raw right-contact scrub approximation
0.03,0.2,B_stribeck,0.00295885,0.0007118031243571413,0.003670653124357141,0.19608404918461161,0.1509923478222319,0.04509170136237972,0.0384635,0.0215365,0.004266900642738153,0.0031730992956792367,0.19608404918461161,False,0.08099765281844126,0.0,False,False,request-activated Stribeck scrub
0.03,0.2,C_combined_slip,0.00295885,0.003818533960509665,0.0067773839605096645,0.21429079833660708,0.13278559867023643,0.08150519966637065,0.0384635,0.0215365,0.004729780962273609,0.0027102189761437807,0.21429079833660708,False,0.08099765281844126,0.0,False,False,prior combined-slip surface
0.03,0.2,Round2_static_yield_contact,0.00295885,0.0011894037373527835,0.004148253737352783,0.19888298961886555,0.1481934073879779,0.05068958223088765,0.0384635,0.0215365,0.004338059663590933,0.0031019402748264564,0.19888298961886555,False,0.08099765281844126,0.0,False,False,static-yield plus sliding combined-slip residual
0.03,0.844444444,Baseline,0.012492922215646997,0.0,0.012492922215646997,0.25111893140737296,-0.3179684723569827,0.5690874037643556,0.06573477775896999,-0.005734777758970001,0.005581354630345704,-0.007467320248506967,0.3179684723569827,False,0.3419900894978683,0.0,False,True,current raw right-contact scrub approximation
0.03,0.844444444,B_stribeck,0.012492922215646997,0.06452835553959832,0.07702127775524531,0.6292822305347665,-0.6961317714843762,1.3254140020191427,0.06573477775896999,-0.005734777758970001,0.015195610710623777,-0.01708157632878504,0.6961317714843762,False,0.3419900894978683,0.0,False,True,request-activated Stribeck scrub
0.03,0.844444444,C_combined_slip,0.012492922215646997,0.015903795142971994,0.02839671735861899,0.3443218588587294,-0.411171399808339,0.7554932586670684,0.06573477775896999,-0.005734777758970001,0.007950904541763875,-0.009836870159925137,0.411171399808339,False,0.3419900894978683,0.0,False,True,prior combined-slip surface
0.03,0.844444444,Round2_static_yield_contact,0.012492922215646997,0.02393170427130658,0.036424626486953576,0.3913687822721571,-0.4582183232217669,0.849587105493924,0.06573477775896999,-0.005734777758970001,0.009147004667105624,-0.01103297028526689,0.4582183232217669,False,0.3419900894978683,0.0,False,True,static-yield plus sliding combined-slip residual
0.03,1.488888889,Baseline,0.022026994446088247,0.0,0.022026994446088247,0.3103252793604093,-0.30299300382317657,0.6133182831835859,0.0930060555602575,-0.0330060555602575,0.007001862113371215,-0.007001862113371215,0.3103252793604093,False,0.6029825265822837,0.0,False,False,current raw right-contact scrub approximation
0.03,1.488888889,B_stribeck,0.022026994446088247,0.06483539567754316,0.08686239012363141,0.6902879628136361,-0.6829556872764034,1.3732436500900396,0.0930060555602575,-0.0330060555602575,0.01666186494309673,-0.01666186494309673,0.6902879628136361,False,0.6029825265822837,0.0,False,False,request-activated Stribeck scrub
