vf_mps,yaw_rate_radps,variant,baseline_opposing_yaw_torque_nm,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,required_applied_bank_torque_nm,left_command,right_command,lr_delta_command,max_abs_command,hard_gate_min_abs_command,hard_gate_pass,command_outside_unit,contact_utilization_raw,limiter_activity_proxy
0.0,6.0,B_stribeck,0.0887655,0.06388363934323107,0.15264913934323107,0.022743612537580712,1.0954885679941748,-1.0954885679941748,2.1909771359883496,1.0954885679941748,1.0954885679941748,True,True,2.429929584553238,1.4299295845532378
0.0,6.0,C_combined_slip,0.0887655,0.08514042083060283,0.17390592083060283,0.025910718516853566,1.2200622464782283,-1.2200622464782283,2.4401244929564565,1.2200622464782283,1.2200622464782283,True,True,2.429929584553238,1.4299295845532378
0.0,6.0,Round2_force_contact_surface,0.0887655,-0.02684940264538959,0.06191609735461041,0.009225048592681955,0.5637547865990273,-0.5637547865990273,1.1275095731980547,0.5637547865990273,0.5637547865990273,False,False,2.429929584553238,1.4299295845532378
0.03,0.2,Baseline,0.00295885,0.0,0.00295885,0.00044084714952442834,0.19191258354620866,0.15516381346063485,0.03674877008557381,0.19191258354620866,0.15516381346063485,False,False,0.08099765281844126,0.0
0.03,0.2,B_stribeck,0.00295885,0.0007118031243571413,0.003670653124357141,0.0005469006427381526,0.19608404918461161,0.1509923478222319,0.04509170136237972,0.19608404918461161,0.1509923478222319,False,False,0.08099765281844126,0.0
0.03,0.2,C_combined_slip,0.00295885,0.003818533960509665,0.0067773839605096645,0.0010097809622736087,0.21429079833660708,0.13278559867023643,0.08150519966637065,0.21429079833660708,0.13278559867023643,False,False,0.08099765281844126,0.0
0.03,0.2,Round2_force_contact_surface,0.00295885,0.0007201996393690034,0.0036790496393690033,0.0005481516624616663,0.19613325629350983,0.15094314071333367,0.04519011558017616,0.19613325629350983,0.15094314071333367,False,False,0.08099765281844126,0.0
0.03,0.844444444,Baseline,0.012492922215646997,0.0,0.012492922215646997,0.0018613546303457035,0.25111893140737296,-0.3179684723569827,0.5690874037643556,0.3179684723569827,0.25111893140737296,False,False,0.3419900894978683,0.0
0.03,0.844444444,B_stribeck,0.012492922215646997,0.06452835553959832,0.07702127775524531,0.011475610710623776,0.6292822305347665,-0.6961317714843762,1.3254140020191427,0.6961317714843762,0.6292822305347665,True,False,0.3419900894978683,0.0
0.03,0.844444444,C_combined_slip,0.012492922215646997,0.015903795142971994,0.02839671735861899,0.004230904541763874,0.3443218588587294,-0.411171399808339,0.7554932586670684,0.411171399808339,0.3443218588587294,False,False,0.3419900894978683,0.0
0.03,0.844444444,Round2_force_contact_surface,0.012492922215646997,0.061289078634407274,0.07378200085005426,0.010992981989947236,0.6102987056795188,-0.6771482466291288,1.2874469523086476,0.6771482466291288,0.6102987056795188,True,False,0.3419900894978683,0.0
0.03,1.488888889,Baseline,0.022026994446088247,0.0,0.022026994446088247,0.003281862113371215,0.3103252793604093,-0.30299300382317657,0.6133182831835859,0.3103252793604093,0.30299300382317657,False,False,0.6029825265822837,0.0
0.03,1.488888889,B_stribeck,0.022026994446088247,0.06483539567754316,0.08686239012363141,0.012941864943096732,0.6902879628136361,-0.6829556872764034,1.3732436500900396,0.6902879628136361,0.6829556872764034,True,False,0.6029825265822837,0.0
0.03,1.488888889,C_combined_slip,0.022026994446088247,0.024552109528559365,0.04657910397464761,0.006939948025288667,0.45421096592744864,-0.4468786903902158,0.9010896563176645,0.45421096592744864,0.4468786903902158,False,False,0.6029825265822837,0.0
0.03,1.488888889,Round2_force_contact_surface,0.022026994446088247,0.05992396188462831,0.08195095633071656,0.012210096996872874,0.6615048954156969,-0.6541726198784642,1.315677515294161,0.6615048954156969,0.6541726198784642,True,False,0.6029825265822837,0.0
