rank,branch,source,interpretation,k1,k2,k3,peak_frac,decay0,decay_v,vf_fade,slide_nm,peak_delta_nm,peak_extra_nm,train_rmse_nm,validation_non_authoritative_rmse_nm,primary_rmse_nm,open_floor_validation_rmse_nm,latest_may4_rmse_nm,launch_extra_nm,launch_total_nm,launch_left_command,launch_right_command,launch_max_abs_command,launch_target_abs_error,selected_score,acceptable,boundary_status
10,base,iteration1_local,line_meets_x1,0.11061427541710664,2.7023821557147443,2.4121467613008374,0.9245917809018495,0.8873547494606164,2.153596087440276,0.8317656669476542,0.0,0.018516570614656405,0.018516570614656405,0.028614911412785198,0.03298059680549567,0.031955222674691426,0.017144113070869358,0.035771779107967895,0.0642641248913461,0.0790583748913461,0.6383587775177476,-0.6383587775177476,0.6383587775177476,0.007641222482252408,0.0412669317260201,False,
11,base,iteration1_local,line_meets_x1,1.2,13.136479101303303,2.9600000000000004,0.9439786213597547,1.207115405459004,5.6941318676602,0.04629118813243639,0.0,0.015490932353702495,0.015490932353702495,0.02890428140164808,0.03247435992783142,0.03225600535693122,0.01800036433429873,0.03695054058055947,0.0654460903582874,0.0802403403582874,0.6452855921978286,-0.6452855921978286,0.6452855921978286,0.0007144078021714684,0.0413374171753397,False,
12,base,iteration1_local,line_meets_x1,0.13635961656328116,4.627876502547832,2.0420723628611466,0.939912473902104,0.7119762075060274,1.6712605599521893,0.10355029469536135,0.0,0.015004589858556473,0.015004589858556473,0.028894450020899395,0.03226415370456399,0.03221259363468472,0.018967687575031908,0.0370035107146774,0.06564145302351432,0.08043570302351431,0.6464304995705757,-0.6464304995705757,0.6464304995705757,0.0004304995705757264,0.04149977998426509,False,
13,base,iteration1_local,line_meets_x1,1.0843652594693112,8.465821589482657,2.9600000000000004,0.9388458624426811,1.2727021878029858,0.0,0.7431173869719698,0.0,0.01666507309469094,0.01666507309469094,0.028884242950714182,0.032457729134761484,0.03218536090582788,0.017649245795271235,0.03656485868777258,0.0648905155746521,0.0796847655746521,0.6420296903336847,-0.6420296903336847,0.6420296903336847,0.003970309666315286,0.041544283819947535,False,
14,base,iteration2_local,line_meets_x1,0.33368349666871827,1.938600923696681,4.927157953708276,0.96,1.986404458259516,2.118037018081852,0.016200000000000003,0.0,0.015483702462468038,0.015483702462468038,0.028781774819878748,0.032975513408629004,0.03210189679011995,0.01693908381435125,0.0361459266111626,0.06513151063292387,0.07992576063292386,0.643442022719151,-0.643442022719151,0.643442022719151,0.0025579772808490553,0.04167941790885699,False,
15,base,iteration2_local,line_meets_x1,0.3016169846515042,0.3649793689082879,4.259698731220118,0.96,1.6331753920622716,0.0,0.20177933296898473,0.0,0.014059966043721906,0.014059966043721906,0.028887436857943958,0.03254035384494624,0.03218546576418281,0.01746716887813705,0.03684483652598558,0.06557380993497901,0.080368059934979,0.6460340826262762,-0.6460340826262762,0.6460340826262762,3.40826262761329e-05,0.04186597449265204,False,
16,base,iteration1_local,line_meets_x1,0.09104784130621282,4.0119093857357475,2.080669390300375,0.9241863999275254,0.6930713141875637,2.6715860420171436,0.049602368056737615,0.0,0.01922198670959094,0.01922198670959094,0.02874691418948406,0.03278383952512452,0.03209349720912703,0.019025805423012236,0.03658599558073133,0.06756218171794164,0.08235643171794163,0.6576867774307413,-0.6576867774307413,0.6576867774307413,0.011686777430741313,0.042057615192373915,False,
17,base,iteration2_local,line_meets_x1,0.22222441003883983,0.25,4.580992227508342,0.96,1.7467268802315834,0.0,0.3429981666212055,0.0,0.014688150387383718,0.014688150387383718,0.0288612995468788,0.03260808008391004,0.03216055185006727,0.01720404070387431,0.03657356523469966,0.06507017112615356,0.07986442112615355,0.6430825474147961,-0.6430825474147961,0.6430825474147961,0.002917452585203928,0.042246587499487925,False,
18,base,iteration2_local,line_meets_x1,0.2664158629696921,1.031510607622205,3.9237493889635697,0.96,1.6663718529726,0.6318843358880337,4.0,0.0,0.013243766257670353,0.013243766257670353,0.02872290930454173,0.03284594295705001,0.031999603417039967,0.016701176694956216,0.035751999685331555,0.06542766034669077,0.08022191034669077,0.6451775845796264,-0.6451775845796264,0.6451775845796264,0.0008224154203736456,0.042306630030799965,False,
19,base,iteration2_local,line_meets_x1,0.22077045376242282,0.9714885920319902,4.09132794329881,0.96,1.6559150759679937,0.0,4.0,0.0,0.013710140658699176,0.013710140658699176,0.02879121110754424,0.032696032251991435,0.0320722715432406,0.016969245379485846,0.036040290352133575,0.06582532547798597,0.08061957547798597,0.6475080694763975,-0.6475080694763975,0.6475080694763975,0.0015080694763974778,0.04231315814729403,False,
