candidate_id,split,stage,log_parameter,measurement_dimension,count,segment_count,rms_nis,sqrt_mean_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,accepted_count,rejected_count,parameter_field,parameter_value_kind,parameter_value,launch_command_signature
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,3585,8,1.06028393395,0.720593200503,1.73205080757,1.73205080757,0.671766873618,true,3585,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=0.17,0.17;mag=0.17;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,2242,5,0.381884977734,0.536251716594,1.73205080757,1.73205080757,1.35016582984,true,2242,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=-0.18,-0.18;mag=0.18;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,2234,5,0.410465694354,0.552628140734,1.73205080757,1.73205080757,1.32158511321,true,2234,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=0.18,0.18;mag=0.18;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,2237,5,0.384653147061,0.528115160805,1.73205080757,1.73205080757,1.34739766051,true,2237,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=-0.19,-0.19;mag=0.19;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,2236,5,0.41432584986,0.557674600552,1.73205080757,1.73205080757,1.31772495771,true,2236,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=0.19,0.19;mag=0.19;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,54953,65,2.06536005272,0.777176048545,1.73205080757,2.06536005272,0,false,54953,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=-0.2,-0.2;mag=0.2;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,54750,65,2.26400546773,0.761398515154,1.73205080757,2.26400546773,0,false,54750,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=0.2,0.2;mag=0.2;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,2240,5,0.755802926206,0.637966527993,1.73205080757,1.73205080757,0.976247881362,true,2240,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21,"pair=-0.21,-0.21;mag=0.21;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,2239,5,0.492667604195,0.56552659798,1.73205080757,1.73205080757,1.23938320337,true,2239,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21,"pair=0.21,0.21;mag=0.21;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,667,1,22.8980280735,2.90519026346,1.73205080757,22.8980280735,0,false,667,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21317,"pair=0,0;mag=0.21317;linear=0.0187406539917;yaw=0.000217141350731"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,2240,5,1.47489010264,0.760951764354,1.73205080757,1.73205080757,0.257160704925,false,2240,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.22,"pair=-0.22,-0.22;mag=0.22;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,2242,5,2.11765117101,0.876699186455,1.73205080757,2.11765117101,0,false,2242,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.22,"pair=0.22,0.22;mag=0.22;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,721,1,46.2581531671,4.76243569146,1.73205080757,46.2581531671,0,false,721,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.221973,"pair=0,0;mag=0.221973;linear=0.0180832743645;yaw=-0.0125523842871"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,58930,65,4.06184850536,1.06208978884,1.73205080757,4.06184850536,0,false,58930,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,"pair=-0.23,-0.23;mag=0.23;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,59007,65,4.18392623447,1.10375392266,1.73205080757,4.18392623447,0,false,59007,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,"pair=0.23,0.23;mag=0.23;linear=0;yaw=0"
