variant,k1,k2,k3_radps,stribeck_speed_mps,speed_fade_mps,rel_weight,load_exponent,sliding_nm,static_extra_nm,train_weighted_rmse_nm,primary_rmse_nm,validation_rmse_nm,launch_extra_nm,launch_left_command,launch_right_command,launch_max_abs_command,passes_abs_0p6_gate,score
standard,0.28077340179399396,0.3605073343425719,0.11309668701756052,0.018525207188497782,0.12392996171890919,0.10705346415292098,0.75,0.0,0.06603543350301996,0.002952576550484668,0.03817622403205882,0.06875168153842154,0.06554847915399134,0.6458856335975095,-0.6458856335975095,0.6458856335975095,True,0.002952576550484668
standard,0.022084822166118966,0.09978045080833937,0.0069939296544268064,0.01655324207083116,1.1337588619391816,0.07150070587238913,0.25,0.0,0.06581512332620808,0.0029529431002802294,0.0381136281777796,0.0686405076960375,0.06554899106594042,0.6458886336168017,-0.6458886336168017,0.6458886336168017,True,0.0029529431002802294
standard,0.3270914619565731,0.3863107482433673,0.023950679311779247,0.019018535001196445,0.36401443349016094,0.30670883228770707,0.75,0.0,0.06926728231210232,0.0029542936777987557,0.03818551778529759,0.06798062638509224,0.06554772801243469,0.645881231592115,-0.645881231592115,0.645881231592115,True,0.0029542936777987557
standard,0.01616734815837182,0.2500681196362127,0.014147941941850489,0.013312435523665475,0.1386817903126693,0.42744344589876043,0.25,0.0,0.08041746905516207,0.0029559287286429884,0.03824019905116795,0.06759410221479552,0.06554905099600121,0.64588898483216,-0.64588898483216,0.64588898483216,True,0.0029559287286429884
standard,0.057353784916398226,0.282151465199869,0.015719082959025542,0.01810424700165304,1.0225194276606835,0.29432379320032415,0.25,0.0,0.06931813075903165,0.0029573766855165284,0.03815428681010107,0.06795315864371419,0.06554782897302076,0.6458818232636057,-0.6458818232636057,0.6458818232636057,True,0.0029573766855165284
standard,0.4652049651286421,0.8121679767681196,0.03556955811392187,0.010574435745120129,0.24594614464098918,0.4149240701046387,0.0,0.0005009022738928788,0.08689204468216183,0.002958106169770628,0.03822826994469018,0.06805369398877945,0.06554941282158143,0.645891105282216,-0.645891105282216,0.645891105282216,True,0.002958106169770628
standard,0.29188108436042315,0.36224850019463883,0.08374513363244476,0.01896391902268186,0.309437828563624,0.2527935186728671,0.25,0.0,0.06809150738575272,0.002958777591104591,0.03814799867166391,0.06828500137162975,0.06554756539021109,0.6458802785574984,-0.6458802785574984,0.6458802785574984,True,0.002958777591104591
standard,0.057622150105771944,1.182049774320216,0.14047014922556744,0.013078852606994937,0.20939140810073303,0.4575430710017501,1.0,0.0,0.0830877349842925,0.002959781177285229,0.038354009292198524,0.06797506611791033,0.06554846659814972,0.6458855600149973,-0.6458855600149973,0.6458855600149973,True,0.002959781177285229
standard,0.047119968573349484,0.6636966761368223,0.08763626173850153,0.01901222438812794,0.8104406164120062,0.1816201973013862,0.5,0.0,0.06684948672387053,0.002960482007550507,0.038208140496542066,0.06866956079737137,0.06554738322760854,0.6458792110080437,-0.6458792110080437,0.6458792110080437,True,0.002960482007550507
standard,0.0254380335008056,0.848737964491128,0.09494332074806748,0.012207093170189712,1.9649268015288086,0.4326506311218878,0.0,0.0,0.08346381749308283,0.0029617817148480116,0.03827235355654811,0.06795954066795724,0.06554870099469723,0.645886933677335,-0.645886933677335,0.645886933677335,True,0.0029617817148480116
