"parameter_value","launch_command_signature","log_parameter","count","rms_nis","sqrt_mean_nis","rejected_rate","accepted_only_rms_nis","physical_residual_rms"
"-0.8","pair=-0.8,0.8;linear=0;yaw=0.8","forward_accel_nis","9000","261.73240164993797","13.055218393594359","0.6378888888888888","9.457844335912732","16.0410292145"
"-0.8","pair=-0.8,0.8;linear=0;yaw=0.8","right_accel_nis","9000","78.75151209468933","6.380798483471067","0.3903333333333333","9.823024374064836","7.776642835900001"
"-0.8","pair=-0.8,0.8;linear=0;yaw=0.8","yaw_rate_nis","9000","245.69484053846597","9.553388925477934","0","245.69484053846597","0.377911645771"
"-0.8","pair=0,0;linear=0;yaw=0","forward_accel_nis","1877","44.399735159303624","3.345107201703664","0.08151305274374002","3.5205878615829618","4.25172998941"
"-0.8","pair=0,0;linear=0;yaw=0","right_accel_nis","1877","25.850251379999452","2.8241454114866498","0.09536494405966968","4.149901417755691","3.5591081785100003"
"-0.8","pair=0,0;linear=0;yaw=0","yaw_rate_nis","1877","54.3958240394445","3.402913086874938","0","54.3958240394445","0.146479892758"
"0.3","pair=0.3,-0.3;linear=0;yaw=-0.3","forward_accel_nis","2500","33.91339453118782","2.9652288991172338","0.0316","3.8645247217464758","4.1760778931"
"0.3","pair=0.3,-0.3;linear=0;yaw=-0.3","right_accel_nis","2500","3.4301186899231344","1.0687825477617043","0.0064","1.5763797024435984","1.39010787624"
"0.3","pair=0.3,-0.3;linear=0;yaw=-0.3","yaw_rate_nis","2500","3.16505713546533","1.4860619937593451","0","3.16505713546533","0.0909648853563"
"0.35","pair=0.36,-0.36;linear=0;yaw=-0.36","forward_accel_nis","2500","34.13818689128056","3.228478712273011","0.0372","5.229357274134183","4.60522939302"
"0.35","pair=0.36,-0.36;linear=0;yaw=-0.36","right_accel_nis","2500","3.629919504005564","1.2043544603330034","0.006","2.047679524262649","1.55572569948"
"0.35","pair=0.36,-0.36;linear=0;yaw=-0.36","yaw_rate_nis","2500","3.1549258169408674","1.5494047624478247","0","3.1549258169408674","0.101032723169"
"0.4","pair=0.4,-0.4;linear=0;yaw=-0.4","forward_accel_nis","2500","51.15438202082007","4.612112466737991","0.1008","8.432132196669917","6.60150675536"
